act_symbol,date,when
GTIM,12/12/24,After market close
GTIM,2/6/25,After market close
GTIM,5/8/25,After market close
GTLB,12/6/21,After market close
GTLB,3/14/22,After market close
GTLB,6/6/22,After market close
GTLB,9/6/22,After market close
GTLB,12/5/22,After market close
GTLB,3/13/23,After market close
GTLB,6/5/23,After market close
GTLB,9/5/23,After market close
GTLB,12/4/23,After market close
GTLB,3/4/24,After market close
GTLB,6/3/24,After market close
GTLB,9/3/24,After market close
GTLB,12/5/24,After market close
GTLB,3/3/25,After market close
GTLB,6/2/25,
GTLS,2/13/20,Before market open
GTLS,4/23/20,Before market open
GTLS,7/23/20,Before market open
GTLS,10/22/20,Before market open
GTLS,4/22/21,Before market open
GTLS,7/22/21,Before market open
GTLS,10/21/21,Before market open
GTLS,2/24/22,Before market open
GTLS,4/29/22,Before market open
GTLS,7/29/22,Before market open
GTLS,10/28/22,Before market open
GTLS,2/24/23,Before market open
GTLS,4/28/23,Before market open
GTLS,7/28/23,Before market open
GTLS,10/27/23,Before market open
GTLS,2/28/24,Before market open
GTLS,5/3/24,Before market open
GTLS,8/2/24,Before market open
GTLS,11/1/24,Before market open
GTLS,2/28/25,Before market open
GTLS,5/1/25,Before market open
GTN,2/27/20,Before market open
GTN,5/7/20,Before market open
GTN,8/6/20,Before market open
GTN,11/5/20,Before market open
GTN,2/25/21,Before market open
GTN,5/6/21,Before market open
GTN,8/5/21,Before market open
GTN,11/4/21,Before market open
GTN,2/25/22,Before market open
GTN,5/6/22,Before market open
GTN,8/5/22,Before market open
GTN,11/4/22,Before market open
GTN,2/24/23,Before market open
GTN,5/5/23,Before market open
GTN,8/4/23,Before market open
GTN,11/8/23,Before market open
GTN,2/23/24,Before market open
GTN,5/7/24,Before market open
GTN,8/8/24,Before market open
GTN,11/8/24,Before market open
GTN,2/27/25,Before market open
GTN,5/8/25,Before market open
GTN.A,11/4/22,Before market open
GTN.A,2/24/23,Before market open
GTN.A,5/5/23,Before market open
GTN.A,8/4/23,Before market open
GTN.A,11/8/23,Before market open
GTN.A,2/23/24,Before market open
GTN.A,5/7/24,Before market open
GTN.A,8/8/24,Before market open
GTN.A,11/8/24,Before market open
GTN.A,2/27/25,Before market open
GTN.A,5/8/25,Before market open
GTS,8/6/20,Before market open
GTS,11/6/20,Before market open
GTS,2/25/21,Before market open
GTS,5/6/21,Before market open
GTS,8/5/21,Before market open
GTS,11/5/21,
GTT,3/2/20,Before market open
GTT,5/8/20,Before market open
GTT,8/13/20,
GTT,8/27/20,
GTT,9/3/20,
GTT,9/10/20,
GTT,9/17/20,
GTT,9/24/20,
GTT,10/1/20,
GTT,11/10/20,
GTT,11/17/20,
GTT,11/24/20,
GTT,12/1/20,
GTT,12/8/20,
GTT,12/15/20,
GTT,12/22/20,
GTT,12/29/20,
GTT,1/5/21,
GTT,3/1/21,
GTT,3/8/21,
GTT,3/15/21,
GTT,3/22/21,
GTT,3/29/21,
GTT,4/5/21,
GTT,5/14/21,
GTX,2/27/20,Before market open
GTX,5/11/20,Before market open
GTX,7/30/20,Before market open
GTX,7/29/21,Before market open
GTX,10/28/21,Before market open
GTX,2/14/22,Before market open
GTX,4/28/22,Before market open
GTX,7/28/22,Before market open
GTX,10/26/22,Before market open
GTX,2/14/23,Before market open
GTX,4/24/23,Before market open
GTX,7/27/23,Before market open
GTX,10/24/23,Before market open
GTX,2/15/24,Before market open
GTX,4/25/24,Before market open
GTX,7/25/24,Before market open
GTX,10/24/24,Before market open
GTX,2/20/25,Before market open
GTX,5/1/25,Before market open
GTY,2/26/20,After market close
GTY,5/6/20,Before market open
GTY,7/22/20,After market close
GTY,10/21/20,After market close
GTY,2/23/21,After market close
GTY,4/28/21,After market close
GTY,7/28/21,After market close
GTY,10/27/21,After market close
GTY,2/23/22,After market close
GTY,4/27/22,After market close
GTY,7/27/22,After market close
GTY,10/26/22,After market close
GTY,2/22/23,After market close
GTY,4/26/23,After market close
GTY,7/26/23,After market close
GTY,10/25/23,After market close
GTY,2/14/24,After market close
GTY,4/25/24,After market close
GTY,7/24/24,After market close
GTY,10/23/24,After market close
GTY,2/12/25,After market close
GTY,4/23/25,After market close
GTYH,11/4/21,After market close
GTYH,2/17/22,After market close
GTYH,5/9/22,After market close
GURE,5/12/23,
GURE,11/20/23,
GURE,3/29/24,
GURE,6/24/24,
GURE,9/30/24,
GURE,11/18/24,
GUTS,5/13/24,After market close
GUTS,8/14/24,After market close
GUTS,11/12/24,After market close
GUTS,3/3/25,After market close
GUTS,5/13/25,After market close
GVA,3/25/20,
GVA,6/12/20,
GVA,8/7/20,
GVA,10/23/20,
GVA,5/7/21,Before market open
GVA,7/29/21,Before market open
GVA,10/28/21,Before market open
GVA,4/28/22,Before market open
GVA,7/28/22,Before market open
GVA,10/27/22,Before market open
GVA,2/16/23,Before market open
GVA,5/2/23,Before market open
GVA,7/27/23,Before market open
GVA,10/31/23,Before market open
GVA,2/22/24,Before market open
GVA,5/2/24,Before market open
GVA,8/1/24,Before market open
GVA,10/31/24,Before market open
GVA,2/13/25,Before market open
GVA,5/1/25,Before market open
GVP,3/30/23,After market close
GVP,5/15/23,After market close
GVP,8/14/23,After market close
GVP,11/14/23,After market close
GVP,5/15/24,After market close
GVP,8/12/24,
GWAV,12/26/22,
GWAV,2/13/23,
GWAV,5/22/23,
GWAV,8/9/23,
GWAV,11/13/23,
GWAV,3/26/24,
GWAV,5/20/24,
GWAV,8/20/24,
GWAV,11/12/24,
GWAV,5/19/25,
GWB,1/28/20,Before market open
GWB,4/30/20,Before market open
GWB,7/29/20,Before market open
GWB,10/28/20,Before market open
GWB,1/27/21,Before market open
GWB,4/29/21,Before market open
GWB,7/29/21,Before market open
GWB,10/28/21,Before market open
GWH,2/24/22,After market close
GWH,5/12/22,After market close
GWH,8/11/22,After market close
GWH,11/3/22,After market close
GWH,3/1/23,After market close
GWH,5/9/23,After market close
GWH,8/10/23,
GWH,11/7/23,After market close
GWH,3/13/24,After market close
GWH,5/7/24,After market close
GWH,8/14/24,After market close
GWH,11/13/24,After market close
GWH,3/12/25,
GWH,5/13/25,
GWPH,2/25/20,After market close
GWPH,5/11/20,After market close
GWPH,8/6/20,After market close
GWPH,11/3/20,Before market open
GWRE,3/4/20,After market close
GWRE,6/3/20,After market close
GWRE,9/2/20,After market close
GWRE,12/8/20,After market close
GWRE,3/4/21,After market close
GWRE,6/2/21,After market close
GWRE,9/2/21,After market close
GWRE,12/2/21,After market close
GWRE,3/8/22,After market close
GWRE,6/7/22,After market close
GWRE,9/6/22,After market close
GWRE,12/6/22,After market close
GWRE,3/6/23,After market close
GWRE,6/1/23,After market close
GWRE,9/7/23,After market close
GWRE,12/7/23,After market close
GWRE,3/7/24,After market close
GWRE,6/4/24,After market close
GWRE,9/5/24,After market close
GWRE,12/5/24,After market close
GWRE,3/6/25,After market close
GWRE,6/3/25,
GWRS,3/5/20,Before market open
GWRS,5/7/20,Before market open
GWRS,8/6/20,Before market open
GWRS,11/6/20,Before market open
GWRS,3/4/21,Before market open
GWRS,5/6/21,Before market open
GWRS,8/6/21,Before market open
GWRS,11/9/21,Before market open
GWRS,3/10/22,Before market open
GWRS,5/5/22,Before market open
GWRS,8/11/22,Before market open
GWRS,11/10/22,Before market open
GWRS,3/9/23,Before market open
GWRS,5/3/23,Before market open
GWRS,8/10/23,Before market open
GWRS,11/9/23,Before market open
GWRS,3/7/24,Before market open
GWRS,5/8/24,After market close
GWRS,11/7/24,Before market open
GWRS,3/6/25,Before market open
GWRS,5/14/25,After market close
GWW,1/30/20,Before market open
GWW,4/23/20,Before market open
GWW,7/23/20,Before market open
GWW,10/22/20,Before market open
GWW,2/3/21,Before market open
GWW,4/30/21,Before market open
GWW,7/30/21,Before market open
GWW,10/29/21,Before market open
GWW,2/3/22,Before market open
GWW,4/28/22,Before market open
GWW,7/29/22,Before market open
GWW,10/28/22,Before market open
GWW,2/2/23,Before market open
GWW,4/27/23,Before market open
GWW,7/27/23,Before market open
GWW,10/26/23,Before market open
GWW,2/2/24,Before market open
GWW,4/25/24,Before market open
GWW,8/1/24,Before market open
GWW,10/31/24,Before market open
GWW,1/31/25,Before market open
GWW,5/1/25,Before market open
GXAI,8/13/24,
GXAI,11/12/24,
GXAI,3/26/25,
GXAI,5/13/25,
GXO,11/1/21,After market close
GXO,2/15/22,After market close
GXO,5/4/22,After market close
GXO,8/2/22,After market close
GXO,11/8/22,After market close
GXO,2/14/23,After market close
GXO,5/9/23,After market close
GXO,8/2/23,After market close
GXO,11/7/23,After market close
GXO,2/13/24,After market close
GXO,5/7/24,After market close
GXO,8/6/24,Before market open
GXO,11/4/24,After market close
GXO,2/12/25,After market close
GXO,5/7/25,After market close
GYRE,8/12/24,
GYRE,11/14/24,
GYRE,5/8/25,
H,2/19/20,After market close
H,5/6/20,After market close
H,8/3/20,After market close
H,11/4/20,After market close
H,2/17/21,After market close
H,5/4/21,After market close
H,8/3/21,After market close
H,11/3/21,After market close
H,2/16/22,After market close
H,5/10/22,Before market open
H,8/9/22,Before market open
H,11/3/22,Before market open
H,2/16/23,Before market open
H,5/4/23,Before market open
H,8/3/23,Before market open
H,11/2/23,Before market open
H,2/15/24,Before market open
H,5/9/24,Before market open
H,8/6/24,Before market open
H,10/31/24,Before market open
H,2/13/25,Before market open
H,5/1/25,Before market open
HA,1/30/20,After market close
HA,5/5/20,After market close
HA,7/28/20,After market close
HA,10/27/20,After market close
HA,1/26/21,After market close
HA,4/27/21,After market close
HA,7/27/21,After market close
HA,10/26/21,After market close
HA,4/26/22,After market close
HA,7/26/22,After market close
HA,10/25/22,After market close
HA,1/31/23,After market close
HA,4/25/23,After market close
HA,7/25/23,After market close
HA,10/24/23,After market close
HA,1/30/24,After market close
HA,4/23/24,After market close
HA,7/30/24,After market close
HABT,2/27/20,
HABT,3/12/20,
HABT,3/19/20,
HAE,2/4/20,Before market open
HAE,5/5/20,Before market open
HAE,8/4/20,Before market open
HAE,11/4/20,Before market open
HAE,2/2/21,Before market open
HAE,5/13/21,Before market open
HAE,8/11/21,Before market open
HAE,11/9/21,Before market open
HAE,2/8/22,Before market open
HAE,5/10/22,Before market open
HAE,8/10/22,Before market open
HAE,11/7/22,Before market open
HAE,2/7/23,Before market open
HAE,5/11/23,Before market open
HAE,8/8/23,Before market open
HAE,11/2/23,Before market open
HAE,2/8/24,Before market open
HAE,5/9/24,Before market open
HAE,8/8/24,Before market open
HAE,11/7/24,Before market open
HAE,2/6/25,Before market open
HAE,5/8/25,Before market open
HAFC,1/28/20,After market close
HAFC,4/30/20,After market close
HAFC,7/28/20,After market close
HAFC,10/27/20,After market close
HAFC,1/26/21,After market close
HAFC,4/27/21,After market close
HAFC,7/27/21,After market close
HAFC,10/26/21,After market close
HAFC,4/26/22,After market close
HAFC,7/26/22,After market close
HAFC,10/25/22,After market close
HAFC,1/24/23,After market close
HAFC,4/25/23,After market close
HAFC,7/25/23,After market close
HAFC,10/24/23,After market close
HAFC,1/23/24,After market close
HAFC,4/23/24,After market close
HAFC,7/23/24,After market close
HAFC,10/22/24,After market close
HAFC,1/28/25,After market close
HAFC,4/22/25,After market close
HAFN,8/23/24,Before market open
HAFN,11/15/24,
HAFN,5/15/25,Before market open
HAIN,2/6/20,Before market open
HAIN,5/7/20,Before market open
HAIN,8/25/20,Before market open
HAIN,11/10/20,Before market open
HAIN,2/9/21,Before market open
HAIN,5/6/21,Before market open
HAIN,8/26/21,Before market open
HAIN,11/9/21,Before market open
HAIN,2/3/22,Before market open
HAIN,5/5/22,Before market open
HAIN,8/25/22,Before market open
HAIN,11/8/22,Before market open
HAIN,2/7/23,Before market open
HAIN,5/9/23,Before market open
HAIN,8/24/23,Before market open
HAIN,11/7/23,Before market open
HAIN,2/7/24,Before market open
HAIN,5/8/24,Before market open
HAIN,8/27/24,Before market open
HAIN,11/7/24,Before market open
HAIN,2/10/25,Before market open
HAIN,5/7/25,Before market open
HAL,4/20/20,Before market open
HAL,7/20/20,Before market open
HAL,10/19/20,Before market open
HAL,1/19/21,Before market open
HAL,4/21/21,Before market open
HAL,7/20/21,Before market open
HAL,10/19/21,Before market open
HAL,4/19/22,Before market open
HAL,7/19/22,Before market open
HAL,10/25/22,Before market open
HAL,1/24/23,Before market open
HAL,4/25/23,Before market open
HAL,7/19/23,Before market open
HAL,10/24/23,Before market open
HAL,1/23/24,Before market open
HAL,4/23/24,Before market open
HAL,7/19/24,Before market open
HAL,11/7/24,Before market open
HAL,1/22/25,Before market open
HAL,4/22/25,Before market open
HALL,3/31/20,
HALL,6/24/20,
HALL,8/5/20,
HALL,11/5/20,
HALL,8/9/21,
HALL,11/18/21,
HALL,5/12/22,
HALL,8/11/22,
HALL,3/29/23,
HALL,5/11/23,
HALL,11/13/23,
HALL,3/26/24,
HALL,5/20/24,
HALL,5/27/24,
HALL,6/3/24,
HALL,6/10/24,
HALL,6/17/24,
HALL,6/24/24,
HALL,8/12/24,
HALL,8/19/24,
HALL,8/26/24,
HALL,9/2/24,
HALL,9/9/24,
HALL,9/16/24,
HALL,9/23/24,
HALL,9/30/24,
HALL,11/12/24,
HALL,11/19/24,
HALL,11/26/24,
HALL,12/3/24,
HALL,12/10/24,
HALL,12/17/24,
HALL,12/24/24,
HALL,12/31/24,
HALO,2/24/20,After market close
HALO,5/11/20,After market close
HALO,8/10/20,After market close
HALO,11/2/20,After market close
HALO,2/23/21,After market close
HALO,5/10/21,After market close
HALO,8/9/21,After market close
HALO,11/2/21,After market close
HALO,2/22/22,After market close
HALO,5/10/22,After market close
HALO,8/9/22,After market close
HALO,11/8/22,After market close
HALO,2/21/23,After market close
HALO,5/9/23,After market close
HALO,8/8/23,After market close
HALO,11/6/23,After market close
HALO,2/20/24,After market close
HALO,5/7/24,After market close
HALO,8/6/24,After market close
HALO,10/31/24,After market close
HALO,2/18/25,After market close
HALO,5/6/25,After market close
HAPP,11/1/21,
HARP,3/12/20,After market close
HARP,8/3/20,
HARP,11/4/20,
HARP,3/10/21,After market close
HARP,5/5/21,
HARP,8/4/21,
HARP,11/3/21,
HARP,3/9/22,
HARP,5/5/22,
HARP,8/4/22,
HARP,11/9/22,
HARP,3/30/23,
HARP,5/11/23,
HARP,8/9/23,
HAS,2/11/20,Before market open
HAS,4/29/20,Before market open
HAS,7/27/20,Before market open
HAS,10/26/20,Before market open
HAS,2/8/21,Before market open
HAS,4/27/21,Before market open
HAS,7/26/21,Before market open
HAS,10/26/21,Before market open
HAS,2/7/22,Before market open
HAS,4/19/22,Before market open
HAS,7/19/22,Before market open
HAS,10/18/22,Before market open
HAS,2/16/23,Before market open
HAS,4/27/23,Before market open
HAS,8/3/23,Before market open
HAS,10/26/23,Before market open
HAS,2/13/24,Before market open
HAS,4/24/24,Before market open
HAS,7/25/24,Before market open
HAS,10/24/24,Before market open
HAS,2/20/25,Before market open
HAS,4/24/25,Before market open
HASI,2/20/20,After market close
HASI,5/7/20,After market close
HASI,8/6/20,After market close
HASI,11/5/20,After market close
HASI,5/4/21,After market close
HASI,8/5/21,After market close
HASI,11/4/21,After market close
HASI,2/17/22,After market close
HASI,5/3/22,After market close
HASI,8/4/22,After market close
HASI,11/3/22,After market close
HASI,2/16/23,After market close
HASI,5/4/23,After market close
HASI,8/3/23,After market close
HASI,11/2/23,After market close
HASI,2/15/24,After market close
HASI,5/7/24,After market close
HASI,8/1/24,After market close
HASI,11/7/24,After market close
HASI,2/13/25,After market close
HASI,5/7/25,After market close
HAYN,1/30/20,
HAYN,11/12/20,
HAYN,4/29/21,After market close
HAYN,7/29/21,After market close
HAYN,11/18/21,After market close
HAYN,4/28/22,After market close
HAYN,7/28/22,After market close
HAYN,11/17/22,After market close
HAYN,2/2/23,After market close
HAYN,5/4/23,After market close
HAYN,8/3/23,After market close
HAYN,11/16/23,After market close
HAYN,2/8/24,After market close
HAYN,5/2/24,
HAYN,8/1/24,
HAYN,11/21/24,
HAYW,5/5/21,Before market open
HAYW,8/2/21,Before market open
HAYW,10/27/21,Before market open
HAYW,3/2/22,Before market open
HAYW,4/28/22,Before market open
HAYW,7/28/22,Before market open
HAYW,11/1/22,Before market open
HAYW,2/28/23,Before market open
HAYW,5/4/23,Before market open
HAYW,8/2/23,Before market open
HAYW,10/31/23,Before market open
HAYW,2/29/24,Before market open
HAYW,5/2/24,Before market open
HAYW,7/30/24,Before market open
HAYW,10/29/24,Before market open
HAYW,2/27/25,Before market open
HAYW,5/1/25,Before market open
HBAN,1/23/20,Before market open
HBAN,4/23/20,Before market open
HBAN,7/23/20,Before market open
HBAN,10/22/20,Before market open
HBAN,1/22/21,Before market open
HBAN,4/22/21,Before market open
HBAN,7/29/21,Before market open
HBAN,10/28/21,Before market open
HBAN,1/21/22,Before market open
HBAN,4/21/22,Before market open
HBAN,7/21/22,Before market open
HBAN,10/21/22,Before market open
HBAN,1/20/23,Before market open
HBAN,4/20/23,Before market open
HBAN,7/21/23,Before market open
HBAN,10/20/23,Before market open
HBAN,1/19/24,Before market open
HBAN,4/19/24,Before market open
HBAN,7/19/24,Before market open
HBAN,10/18/24,
HBAN,1/17/25,
HBAN,4/17/25,Before market open
HBB,2/26/20,After market close
HBB,6/25/20,
HBB,7/29/20,
HBB,11/9/20,After market close
HBB,3/10/21,
HBB,11/2/22,After market close
HBB,3/8/23,
HBB,5/3/23,After market close
HBB,8/2/23,After market close
HBB,11/1/23,After market close
HBB,3/6/24,After market close
HBB,5/7/24,After market close
HBB,7/31/24,After market close
HBB,10/30/24,After market close
HBB,2/26/25,After market close
HBB,4/30/25,After market close
HBCP,4/28/20,
HBCP,7/28/20,
HBCP,1/26/21,
HBCP,4/27/21,
HBCP,7/27/21,
HBCP,10/26/21,
HBCP,4/26/22,
HBCP,7/26/22,
HBCP,10/18/22,Before market open
HBCP,1/24/23,
HBCP,7/17/23,After market close
HBCP,10/18/23,After market close
HBCP,1/22/24,After market close
HBCP,4/16/24,
HBCP,7/17/24,After market close
HBCP,10/17/24,After market close
HBCP,1/27/25,After market close
HBCP,4/21/25,After market close
HBI,2/6/20,
HBI,4/30/20,Before market open
HBI,7/30/20,Before market open
HBI,11/5/20,Before market open
HBI,2/9/21,Before market open
HBI,5/11/21,Before market open
HBI,8/5/21,Before market open
HBI,11/4/21,Before market open
HBI,2/3/22,Before market open
HBI,5/5/22,Before market open
HBI,8/11/22,Before market open
HBI,11/9/22,Before market open
HBI,2/2/23,Before market open
HBI,5/3/23,Before market open
HBI,8/10/23,Before market open
HBI,11/9/23,Before market open
HBI,2/15/24,Before market open
HBI,5/9/24,Before market open
HBI,8/8/24,Before market open
HBI,11/7/24,Before market open
HBI,2/13/25,Before market open
HBI,5/8/25,Before market open
HBIO,2/26/20,Before market open
HBIO,5/5/20,Before market open
HBIO,3/10/21,Before market open
HBIO,5/6/21,Before market open
HBIO,8/5/21,Before market open
HBIO,11/3/21,Before market open
HBIO,3/8/22,Before market open
HBIO,5/4/22,Before market open
HBIO,8/4/22,Before market open
HBIO,11/8/22,After market close
HBIO,3/9/23,Before market open
HBIO,4/25/23,Before market open
HBIO,8/8/23,Before market open
HBIO,11/7/23,Before market open
HBIO,3/7/24,Before market open
HBIO,5/7/24,Before market open
HBIO,11/7/24,Before market open
HBIO,3/12/25,Before market open
HBIO,5/12/25,Before market open
HBM,2/20/20,After market close
HBM,5/14/20,After market close
HBM,8/11/20,After market close
HBM,11/3/20,After market close
HBM,5/11/21,After market close
HBM,8/9/21,After market close
HBM,11/3/21,After market close
HBM,2/23/22,After market close
HBM,5/9/22,After market close
HBM,8/8/22,After market close
HBM,11/2/22,After market close
HBM,2/23/23,After market close
HBM,5/8/23,After market close
HBM,8/8/23,After market close
HBM,11/8/23,After market close
HBM,2/23/24,Before market open
HBM,5/14/24,Before market open
HBM,8/13/24,Before market open
HBM,11/13/24,Before market open
HBM,2/19/25,Before market open
HBM,5/12/25,Before market open
HBMD,4/29/20,After market close
HBMD,7/27/20,After market close
HBMD,10/28/20,After market close
HBMD,1/27/21,After market close
HBMD,4/21/21,After market close
HBMD,10/20/21,After market close
HBNC,4/29/20,After market close
HBNC,7/29/20,After market close
HBNC,10/28/20,After market close
HBNC,1/27/21,After market close
HBNC,4/28/21,After market close
HBNC,7/27/21,After market close
HBNC,10/27/21,After market close
HBNC,4/27/22,After market close
HBNC,7/27/22,After market close
HBNC,10/26/22,
HBNC,1/25/23,After market close
HBNC,4/26/23,After market close
HBNC,7/26/23,After market close
HBNC,10/25/23,After market close
HBNC,1/24/24,After market close
HBNC,4/24/24,After market close
HBNC,7/24/24,After market close
HBNC,10/23/24,After market close
HBNC,1/22/25,After market close
HBNC,4/23/25,After market close
HBT,1/30/20,After market close
HBT,4/30/20,After market close
HBT,7/27/20,Before market open
HBT,10/26/20,Before market open
HBT,1/28/21,Before market open
HBT,4/26/21,Before market open
HBT,7/26/21,Before market open
HBT,10/25/21,Before market open
HBT,4/25/22,Before market open
HBT,7/25/22,Before market open
HBT,10/24/22,Before market open
HBT,1/25/23,Before market open
HBT,4/26/23,Before market open
HBT,7/24/23,
HBT,10/23/23,Before market open
HBT,1/24/24,Before market open
HBT,4/22/24,Before market open
HBT,7/22/24,Before market open
HBT,10/21/24,Before market open
HBT,1/22/25,Before market open
HBT,4/21/25,Before market open
HCA,1/28/20,Before market open
HCA,4/21/20,Before market open
HCA,7/22/20,Before market open
HCA,10/26/20,Before market open
HCA,2/2/21,Before market open
HCA,4/22/21,Before market open
HCA,7/20/21,Before market open
HCA,10/22/21,Before market open
HCA,4/22/22,Before market open
HCA,7/22/22,Before market open
HCA,10/21/22,Before market open
HCA,1/27/23,Before market open
HCA,4/21/23,Before market open
HCA,7/27/23,Before market open
HCA,10/24/23,Before market open
HCA,1/30/24,Before market open
HCA,4/26/24,Before market open
HCA,7/23/24,Before market open
HCA,10/25/24,Before market open
HCA,1/24/25,Before market open
HCA,4/25/25,Before market open
HCAP,5/13/20,Before market open
HCAP,8/7/20,Before market open
HCAP,11/6/20,Before market open
HCAP,3/12/21,
HCAT,2/27/20,After market close
HCAT,5/12/20,After market close
HCAT,8/11/20,After market close
HCAT,11/10/20,After market close
HCAT,2/25/21,After market close
HCAT,5/6/21,After market close
HCAT,8/5/21,After market close
HCAT,11/9/21,After market close
HCAT,3/1/22,After market close
HCAT,5/10/22,After market close
HCAT,8/4/22,After market close
HCAT,11/8/22,After market close
HCAT,2/28/23,After market close
HCAT,5/9/23,After market close
HCAT,8/8/23,After market close
HCAT,2/22/24,After market close
HCAT,5/9/24,After market close
HCAT,8/7/24,After market close
HCAT,11/6/24,After market close
HCAT,2/26/25,After market close
HCAT,5/7/25,After market close
HCC,2/19/20,After market close
HCC,4/29/20,After market close
HCC,8/5/20,After market close
HCC,10/28/20,After market close
HCC,2/24/21,After market close
HCC,5/5/21,After market close
HCC,8/4/21,After market close
HCC,11/2/21,After market close
HCC,2/22/22,After market close
HCC,5/5/22,After market close
HCC,8/3/22,After market close
HCC,11/2/22,After market close
HCC,2/15/23,After market close
HCC,5/3/23,After market close
HCC,8/2/23,After market close
HCC,11/1/23,After market close
HCC,2/14/24,After market close
HCC,5/1/24,After market close
HCC,8/1/24,After market close
HCC,10/30/24,After market close
HCC,2/13/25,After market close
HCC,4/30/25,After market close
HCCI,3/2/20,After market close
HCCI,4/29/20,After market close
HCCI,7/22/20,After market close
HCCI,10/14/20,After market close
HCCI,3/1/21,After market close
HCCI,5/4/21,After market close
HCCI,7/28/21,After market close
HCCI,10/20/21,After market close
HCCI,3/2/22,After market close
HCCI,5/4/22,After market close
HCCI,7/27/22,After market close
HCCI,10/19/22,After market close
HCCI,3/1/23,After market close
HCCI,5/9/23,After market close
HCCI,8/9/23,After market close
HCCI,10/18/23,
HCDI,8/15/22,Before market open
HCDI,11/14/22,Before market open
HCDI,3/23/23,
HCDI,5/15/23,Before market open
HCDI,8/14/23,Before market open
HCDI,11/13/23,
HCFT,8/5/20,
HCFT,11/5/20,
HCHC,3/16/20,After market close
HCHC,5/11/20,After market close
HCHC,8/10/20,After market close
HCHC,11/9/20,After market close
HCHC,3/10/21,After market close
HCI,3/5/20,After market close
HCI,5/7/20,After market close
HCI,8/6/20,After market close
HCI,11/5/20,After market close
HCI,3/11/21,After market close
HCI,5/6/21,After market close
HCI,8/5/21,After market close
HCI,11/9/21,Before market open
HCI,3/8/22,After market close
HCI,5/4/22,After market close
HCI,8/8/22,After market close
HCI,11/8/22,After market close
HCI,3/9/23,After market close
HCI,5/9/23,After market close
HCI,8/8/23,After market close
HCI,11/7/23,After market close
HCI,3/7/24,After market close
HCI,5/8/24,After market close
HCI,8/8/24,After market close
HCI,11/7/24,After market close
HCI,2/27/25,After market close
HCI,5/8/25,After market close
HCKT,2/18/20,After market close
HCKT,5/5/20,After market close
HCKT,8/4/20,After market close
HCKT,11/2/20,After market close
HCKT,2/23/21,After market close
HCKT,5/11/21,After market close
HCKT,8/10/21,After market close
HCKT,11/9/21,After market close
HCKT,2/22/22,After market close
HCKT,5/10/22,After market close
HCKT,8/9/22,After market close
HCKT,11/8/22,After market close
HCKT,2/21/23,After market close
HCKT,5/9/23,After market close
HCKT,8/8/23,After market close
HCKT,11/7/23,After market close
HCKT,2/20/24,After market close
HCKT,5/7/24,After market close
HCKT,8/6/24,After market close
HCKT,11/4/24,After market close
HCKT,2/18/25,After market close
HCKT,5/6/25,After market close
HCM,3/4/21,Before market open
HCM,3/3/22,Before market open
HCM,2/28/23,Before market open
HCM,5/23/23,
HCM,5/30/23,
HCM,6/6/23,
HCM,6/13/23,
HCM,6/20/23,
HCM,6/27/23,
HCM,7/31/23,Before market open
HCM,2/28/24,Before market open
HCM,5/22/24,
HCM,6/5/24,
HCM,6/12/24,
HCM,6/19/24,
HCM,6/26/24,
HCM,7/31/24,Before market open
HCM,3/19/25,Before market open
HCM,6/18/25,
HCP,3/10/22,After market close
HCP,6/2/22,After market close
HCP,9/1/22,After market close
HCP,12/7/22,After market close
HCP,3/9/23,After market close
HCP,6/7/23,After market close
HCP,8/31/23,After market close
HCP,12/7/23,After market close
HCP,3/5/24,After market close
HCP,5/30/24,After market close
HCP,8/29/24,After market close
HCP,12/5/24,After market close
HCR,2/19/20,After market close
HCR,6/16/20,
HCR,6/23/20,
HCSG,2/11/20,After market close
HCSG,7/21/20,After market close
HCSG,10/21/20,Before market open
HCSG,2/10/21,Before market open
HCSG,4/21/21,Before market open
HCSG,7/20/21,
HCSG,10/20/21,
HCSG,2/9/22,
HCSG,4/20/22,Before market open
HCSG,7/20/22,Before market open
HCSG,10/19/22,
HCSG,2/8/23,
HCSG,4/19/23,
HCSG,7/26/23,Before market open
HCSG,10/25/23,Before market open
HCSG,2/14/24,Before market open
HCSG,4/24/24,Before market open
HCSG,7/24/24,Before market open
HCSG,10/23/24,Before market open
HCSG,2/12/25,Before market open
HCSG,4/23/25,Before market open
HCTI,3/28/23,
HCTI,11/9/23,
HCTI,5/21/24,
HCTI,8/22/24,
HCTI,11/11/24,
HCTI,3/31/25,
HCTI,5/19/25,
HCVI,3/27/25,
HCWB,11/11/22,
HCWB,5/12/23,
HCWB,8/11/23,
HCWB,11/13/23,
HCWB,3/26/24,
HCWB,5/14/24,
HCWB,8/9/24,
HCWB,11/12/24,
HCWC,3/26/25,
HD,2/25/20,Before market open
HD,5/19/20,Before market open
HD,8/18/20,Before market open
HD,11/17/20,Before market open
HD,2/23/21,Before market open
HD,5/18/21,Before market open
HD,8/17/21,Before market open
HD,11/16/21,Before market open
HD,2/22/22,Before market open
HD,5/17/22,Before market open
HD,8/16/22,Before market open
HD,11/15/22,Before market open
HD,2/21/23,Before market open
HD,5/16/23,Before market open
HD,8/15/23,Before market open
HD,11/14/23,Before market open
HD,2/20/24,Before market open
HD,5/14/24,Before market open
HD,8/13/24,Before market open
HD,11/12/24,Before market open
