act_symbol,date,when
A,2/18/20,After market close
A,5/21/20,After market close
A,8/18/20,After market close
A,11/23/20,After market close
A,2/16/21,After market close
A,5/25/21,After market close
A,8/17/21,After market close
A,11/22/21,After market close
A,2/22/22,After market close
A,5/24/22,After market close
A,8/16/22,After market close
A,11/21/22,After market close
A,2/28/23,After market close
A,5/23/23,After market close
A,8/15/23,After market close
A,11/20/23,After market close
A,2/27/24,After market close
A,5/29/24,After market close
A,8/21/24,After market close
A,11/25/24,After market close
A,2/26/25,After market close
A,5/28/25,After market close
AA,4/22/20,After market close
AA,7/15/20,After market close
AA,10/14/20,After market close
AA,1/20/21,After market close
AA,4/15/21,After market close
AA,7/15/21,After market close
AA,10/14/21,After market close
AA,1/19/22,After market close
AA,4/20/22,After market close
AA,7/20/22,After market close
AA,10/19/22,After market close
AA,1/18/23,After market close
AA,4/19/23,After market close
AA,7/19/23,After market close
AA,10/18/23,After market close
AA,1/17/24,After market close
AA,4/17/24,After market close
AA,7/17/24,After market close
AA,10/16/24,After market close
AA,1/22/25,After market close
AA,4/16/25,After market close
AACG,11/30/22,After market close
AACG,3/30/23,After market close
AACG,5/11/23,
AACG,8/10/23,
AACG,11/13/23,After market close
AACG,3/26/24,After market close
AACG,5/14/24,After market close
AACG,8/8/24,
AACG,3/25/25,After market close
AACG,5/13/25,
AACT,3/18/25,
AACT,6/11/25,
AADI,11/9/21,
AADI,3/10/22,
AADI,5/12/22,Before market open
AADI,8/10/22,Before market open
AADI,11/9/22,Before market open
AADI,3/28/23,Before market open
AADI,5/10/23,Before market open
AADI,8/9/23,Before market open
AADI,11/8/23,Before market open
AADI,3/13/24,Before market open
AADI,5/8/24,Before market open
AADI,11/6/24,Before market open
AADI,3/12/25,
AAGR,8/19/24,
AAGR,8/26/24,
AAGR,9/2/24,
AAGR,9/9/24,
AAGR,9/16/24,
AAGR,9/23/24,
AAGR,9/30/24,
AAGR,5/19/25,
AAIC,11/5/20,
AAIC,2/16/21,Before market open
AAIC,7/29/21,
AAIC,11/9/21,After market close
AAIC,3/1/22,
AAIC,5/5/22,
AAIC,8/9/22,After market close
AAIC,11/14/22,After market close
AAIC,3/29/23,
AAIC,5/11/23,
AAIC,8/15/23,
AAIC,11/13/23,
AAL,1/23/20,Before market open
AAL,4/30/20,Before market open
AAL,7/23/20,Before market open
AAL,10/22/20,Before market open
AAL,1/28/21,Before market open
AAL,4/22/21,Before market open
AAL,7/22/21,Before market open
AAL,10/21/21,Before market open
AAL,1/20/22,Before market open
AAL,4/21/22,Before market open
AAL,7/21/22,Before market open
AAL,10/20/22,Before market open
AAL,1/26/23,Before market open
AAL,4/27/23,Before market open
AAL,7/20/23,Before market open
AAL,10/19/23,Before market open
AAL,1/25/24,Before market open
AAL,4/25/24,Before market open
AAL,7/25/24,Before market open
AAL,10/24/24,Before market open
AAL,1/23/25,Before market open
AAL,4/24/25,Before market open
AAMC,3/23/23,Before market open
AAMC,5/15/23,Before market open
AAMC,8/14/23,After market close
AAMC,12/27/23,
AAMC,3/28/24,
AAMC,8/12/24,
AAME,11/9/22,
AAME,3/24/23,
AAME,6/28/23,
AAME,8/11/23,
AAME,11/14/23,
AAME,8/13/24,
AAME,11/11/24,
AAME,5/13/25,
AAMI,2/6/25,Before market open
AAMI,5/1/25,Before market open
AAN,2/20/20,Before market open
AAN,5/7/20,Before market open
AAN,7/29/20,Before market open
AAN,10/29/20,Before market open
AAN,2/23/21,Before market open
AAN,4/27/21,Before market open
AAN,7/27/21,Before market open
AAN,10/26/21,Before market open
AAN,2/23/22,After market close
AAN,4/26/22,Before market open
AAN,7/26/22,Before market open
AAN,10/24/22,After market close
AAN,3/1/23,After market close
AAN,4/24/23,After market close
AAN,7/31/23,After market close
AAN,10/23/23,After market close
AAN,2/26/24,After market close
AAN,5/6/24,After market close
AAN,8/5/24,After market close
AAOI,2/27/20,After market close
AAOI,5/7/20,After market close
AAOI,8/6/20,After market close
AAOI,11/5/20,After market close
AAOI,2/25/21,After market close
AAOI,5/6/21,After market close
AAOI,8/5/21,After market close
AAOI,11/4/21,After market close
AAOI,2/24/22,After market close
AAOI,5/5/22,After market close
AAOI,8/4/22,After market close
AAOI,11/3/22,After market close
AAOI,2/23/23,After market close
AAOI,5/4/23,After market close
AAOI,8/3/23,After market close
AAOI,11/9/23,After market close
AAOI,2/22/24,After market close
AAOI,5/9/24,After market close
AAOI,8/6/24,After market close
AAOI,11/7/24,After market close
AAOI,2/26/25,After market close
AAOI,5/8/25,After market close
AAON,2/27/20,After market close
AAON,5/7/20,Before market open
AAON,8/6/20,After market close
AAON,11/5/20,After market close
AAON,2/25/21,After market close
AAON,5/6/21,After market close
AAON,8/5/21,After market close
AAON,11/4/21,After market close
AAON,2/28/22,After market close
AAON,5/5/22,After market close
AAON,8/8/22,After market close
AAON,11/7/22,After market close
AAON,2/27/23,After market close
AAON,5/4/23,After market close
AAON,8/3/23,After market close
AAON,11/6/23,After market close
AAON,2/28/24,After market close
AAON,5/2/24,After market close
AAON,8/1/24,After market close
AAON,11/7/24,After market close
AAON,2/27/25,Before market open
AAON,5/1/25,Before market open
AAP,2/18/20,Before market open
AAP,5/19/20,Before market open
AAP,8/18/20,Before market open
AAP,11/10/20,Before market open
AAP,2/16/21,Before market open
AAP,6/2/21,Before market open
AAP,8/24/21,Before market open
AAP,11/15/21,After market close
AAP,2/14/22,After market close
AAP,5/23/22,After market close
AAP,8/23/22,After market close
AAP,11/15/22,After market close
AAP,2/28/23,Before market open
AAP,5/31/23,Before market open
AAP,8/23/23,Before market open
AAP,11/15/23,Before market open
AAP,2/28/24,Before market open
AAP,5/29/24,Before market open
AAP,8/22/24,Before market open
AAP,11/14/24,Before market open
AAP,2/26/25,Before market open
AAP,5/22/25,Before market open
AAPG,3/27/25,Before market open
AAPL,1/28/20,After market close
AAPL,4/30/20,After market close
AAPL,7/30/20,After market close
AAPL,10/29/20,After market close
AAPL,1/27/21,After market close
AAPL,4/28/21,After market close
AAPL,7/27/21,After market close
AAPL,10/28/21,After market close
AAPL,4/28/22,After market close
AAPL,7/28/22,After market close
AAPL,10/27/22,After market close
AAPL,2/2/23,After market close
AAPL,5/4/23,After market close
AAPL,8/3/23,After market close
AAPL,11/2/23,After market close
AAPL,2/1/24,After market close
AAPL,5/2/24,After market close
AAPL,8/1/24,After market close
AAPL,10/31/24,After market close
AAPL,1/30/25,After market close
AAPL,5/1/25,After market close
AAT,2/11/20,After market close
AAT,4/28/20,After market close
AAT,7/28/20,After market close
AAT,10/27/20,After market close
AAT,2/9/21,After market close
AAT,4/27/21,After market close
AAT,7/27/21,After market close
AAT,10/26/21,After market close
AAT,2/8/22,After market close
AAT,4/26/22,After market close
AAT,7/26/22,After market close
AAT,10/25/22,After market close
AAT,2/7/23,After market close
AAT,4/25/23,After market close
AAT,7/25/23,After market close
AAT,10/24/23,After market close
AAT,2/6/24,After market close
AAT,4/30/24,After market close
AAT,7/30/24,After market close
AAT,10/29/24,After market close
AAT,2/4/25,After market close
AAT,4/29/25,After market close
AATC,3/28/23,
AATC,5/15/23,
AATC,8/10/23,
AATC,8/8/24,
AATC,3/20/25,
AATC,5/8/25,
AAU,11/9/22,
AAU,3/24/23,
AAU,5/12/23,
AAU,8/4/23,
AAU,3/22/24,
AAWW,2/20/20,Before market open
AAWW,5/7/20,Before market open
AAWW,8/6/20,Before market open
AAWW,11/5/20,Before market open
AAWW,5/5/21,Before market open
AAWW,8/5/21,Before market open
AAWW,11/3/21,Before market open
AAWW,2/17/22,Before market open
AAWW,5/5/22,Before market open
AAWW,8/5/22,Before market open
AAWW,11/3/22,Before market open
AAWW,2/16/23,
AAXN,2/27/20,After market close
AAXN,5/7/20,After market close
AAXN,8/6/20,After market close
AAXN,11/5/20,After market close
AB,2/12/20,Before market open
AB,4/28/20,Before market open
AB,7/23/20,Before market open
AB,10/22/20,Before market open
AB,4/29/21,Before market open
AB,7/29/21,Before market open
AB,10/28/21,Before market open
AB,4/29/22,Before market open
AB,7/29/22,Before market open
AB,10/28/22,Before market open
AB,2/8/23,After market close
AB,4/26/23,After market close
AB,7/27/23,After market close
AB,10/26/23,After market close
AB,2/6/24,After market close
AB,4/25/24,After market close
AB,7/26/24,Before market open
AB,10/24/24,Before market open
AB,2/6/25,Before market open
AB,4/24/25,Before market open
ABAT,2/13/24,
ABAT,5/8/24,
ABAT,11/12/24,
ABAT,2/12/25,
ABB,7/22/20,Before market open
ABB,10/23/20,Before market open
ABB,2/4/21,Before market open
ABB,4/27/21,Before market open
ABB,7/22/21,Before market open
ABB,10/21/21,Before market open
ABB,2/3/22,Before market open
ABB,4/21/22,Before market open
ABB,7/21/22,Before market open
ABB,10/20/22,
ABB,2/2/23,Before market open
ABB,4/25/23,Before market open
ABBV,2/7/20,Before market open
ABBV,5/1/20,Before market open
ABBV,7/31/20,Before market open
ABBV,10/30/20,Before market open
ABBV,2/3/21,Before market open
ABBV,4/30/21,Before market open
ABBV,7/30/21,Before market open
ABBV,10/29/21,Before market open
ABBV,2/2/22,Before market open
ABBV,4/29/22,Before market open
ABBV,7/29/22,Before market open
ABBV,10/28/22,Before market open
ABBV,2/9/23,Before market open
ABBV,4/27/23,Before market open
ABBV,7/27/23,Before market open
ABBV,10/27/23,Before market open
ABBV,2/2/24,Before market open
ABBV,4/26/24,Before market open
ABBV,7/25/24,Before market open
ABBV,10/30/24,Before market open
ABBV,1/31/25,Before market open
ABBV,4/25/25,Before market open
ABC,1/30/20,Before market open
ABC,5/7/20,Before market open
ABC,8/5/20,Before market open
ABC,11/5/20,Before market open
ABC,2/4/21,Before market open
ABC,5/5/21,Before market open
ABC,8/4/21,Before market open
ABC,11/4/21,Before market open
ABC,2/2/22,Before market open
ABC,5/4/22,Before market open
ABC,8/3/22,Before market open
ABC,11/3/22,Before market open
ABC,2/1/23,Before market open
ABC,5/2/23,Before market open
ABC,8/2/23,Before market open
ABCB,1/23/20,After market close
ABCB,4/23/20,After market close
ABCB,7/27/20,Before market open
ABCB,10/22/20,After market close
ABCB,1/28/21,After market close
ABCB,4/22/21,After market close
ABCB,7/22/21,After market close
ABCB,10/28/21,After market close
ABCB,4/26/22,After market close
ABCB,7/26/22,After market close
ABCB,10/27/22,After market close
ABCB,1/26/23,After market close
ABCB,4/27/23,After market close
ABCB,7/27/23,After market close
ABCB,10/26/23,After market close
ABCB,1/25/24,After market close
ABCB,4/25/24,After market close
ABCB,7/25/24,After market close
ABCB,10/24/24,After market close
ABCB,1/30/25,After market close
ABCB,4/28/25,After market close
ABCL,3/29/21,After market close
ABCL,5/13/21,After market close
ABCL,8/12/21,After market close
ABCL,11/9/21,After market close
ABCL,2/24/22,After market close
ABCL,5/10/22,After market close
ABCL,8/9/22,After market close
ABCL,11/8/22,After market close
ABCL,2/21/23,After market close
ABCL,5/4/23,After market close
ABCL,8/3/23,After market close
ABCL,11/2/23,After market close
ABCL,2/20/24,After market close
ABCL,5/7/24,After market close
ABCL,8/6/24,After market close
ABCL,11/4/24,After market close
ABCL,2/27/25,After market close
ABCL,5/8/25,After market close
ABCM,3/8/21,Before market open
ABCM,9/12/22,
ABCM,9/19/22,
ABCM,9/26/22,
ABCM,3/20/23,Before market open
ABCM,8/31/23,After market close
ABEO,3/16/20,
ABEO,5/8/20,
ABEO,8/14/20,
ABEO,11/10/20,
ABEO,3/22/21,
ABEO,5/19/21,
ABEO,11/15/21,
ABEO,3/23/22,
ABEO,8/10/22,
ABEO,3/30/23,
ABEO,5/12/23,
ABEO,8/10/23,
ABEO,11/13/23,
ABEO,5/9/24,
ABEO,8/13/24,
ABEO,11/11/24,
ABEO,3/17/25,
ABEV,2/27/20,Before market open
ABEV,5/7/20,Before market open
ABEV,7/23/20,
ABEV,10/23/20,
ABEV,2/25/21,
ABEV,5/6/21,
ABEV,7/29/21,
ABEV,2/24/22,
ABEV,5/5/22,
ABEV,10/27/22,
ABEV,2/23/23,
ABEV,5/4/23,
ABEV,7/27/23,
ABEV,10/31/23,Before market open
ABEV,2/29/24,Before market open
ABEV,5/8/24,Before market open
ABEV,8/1/24,
ABEV,10/29/24,
ABG,2/3/20,Before market open
ABG,5/5/20,Before market open
ABG,7/28/20,Before market open
ABG,10/27/20,Before market open
ABG,2/2/21,Before market open
ABG,4/27/21,Before market open
ABG,7/27/21,Before market open
ABG,10/26/21,Before market open
ABG,2/15/22,Before market open
ABG,4/28/22,Before market open
ABG,7/28/22,Before market open
ABG,10/27/22,Before market open
ABG,2/2/23,Before market open
ABG,4/25/23,Before market open
ABG,7/25/23,Before market open
ABG,10/24/23,Before market open
ABG,2/8/24,Before market open
ABG,4/25/24,Before market open
ABG,8/2/24,Before market open
ABG,10/29/24,Before market open
ABG,1/30/25,Before market open
ABG,4/29/25,Before market open
ABIO,4/22/24,
ABIO,7/19/24,
ABL,8/14/23,Before market open
ABL,11/13/23,Before market open
ABL,3/21/24,After market close
ABL,5/13/24,Before market open
ABL,8/12/24,Before market open
ABL,11/7/24,After market close
ABL,3/27/25,After market close
ABL,5/8/25,After market close
ABM,3/4/20,After market close
ABM,6/17/20,
ABM,9/8/20,After market close
ABM,12/16/20,After market close
ABM,3/9/21,After market close
ABM,6/8/21,After market close
ABM,9/8/21,After market close
ABM,12/15/21,Before market open
ABM,3/8/22,After market close
ABM,6/8/22,After market close
ABM,9/9/22,Before market open
ABM,12/13/22,After market close
ABM,3/8/23,Before market open
ABM,6/6/23,Before market open
ABM,9/7/23,Before market open
ABM,12/13/23,Before market open
ABM,3/7/24,Before market open
ABM,6/6/24,Before market open
ABM,9/6/24,Before market open
ABM,12/18/24,Before market open
ABM,3/12/25,Before market open
ABM,6/5/25,
ABMD,2/6/20,Before market open
ABMD,4/30/20,Before market open
ABMD,8/6/20,Before market open
ABMD,10/29/20,Before market open
ABMD,1/28/21,Before market open
ABMD,4/29/21,Before market open
ABMD,8/5/21,Before market open
ABMD,10/28/21,Before market open
ABMD,2/3/22,Before market open
ABMD,4/28/22,Before market open
ABMD,8/4/22,Before market open
ABMD,11/1/22,Before market open
ABNB,2/25/21,After market close
ABNB,5/13/21,After market close
ABNB,8/12/21,After market close
ABNB,11/4/21,After market close
ABNB,2/15/22,After market close
ABNB,5/3/22,After market close
ABNB,8/2/22,After market close
ABNB,11/1/22,After market close
ABNB,2/14/23,After market close
ABNB,5/9/23,After market close
ABNB,8/3/23,After market close
ABNB,11/1/23,After market close
ABNB,2/13/24,After market close
ABNB,5/8/24,After market close
ABNB,8/6/24,After market close
ABNB,11/7/24,After market close
ABNB,2/13/25,After market close
ABNB,5/1/25,After market close
ABOS,11/15/21,
ABOS,3/28/22,After market close
ABOS,5/16/22,After market close
ABOS,8/15/22,After market close
ABOS,11/14/22,After market close
ABOS,3/27/23,Before market open
ABOS,5/9/23,Before market open
ABOS,8/8/23,Before market open
ABOS,11/13/23,Before market open
ABOS,3/26/24,Before market open
ABOS,5/14/24,Before market open
ABOS,8/13/24,Before market open
ABOS,11/12/24,Before market open
ABOS,3/25/25,
ABOS,5/13/25,Before market open
ABR,2/14/20,Before market open
ABR,5/8/20,
ABR,2/19/21,Before market open
ABR,5/7/21,Before market open
ABR,7/30/21,
ABR,10/29/21,
ABR,2/18/22,Before market open
ABR,5/6/22,Before market open
ABR,7/29/22,
ABR,11/4/22,Before market open
ABR,2/17/23,Before market open
ABR,5/5/23,
ABR,2/16/24,Before market open
ABR,5/3/24,
ABR,7/26/24,
ABR,10/25/24,
ABR,2/21/25,Before market open
ABR,5/2/25,
ABSI,11/9/21,Before market open
ABSI,3/22/22,
ABSI,11/8/22,
ABSI,3/28/23,
ABSI,5/10/23,
ABSI,8/10/23,
ABSI,11/8/23,
ABSI,5/14/24,Before market open
ABSI,8/14/24,After market close
ABSI,11/12/24,Before market open
ABSI,3/18/25,After market close
ABSI,5/13/25,After market close
ABST,11/9/20,After market close
ABST,2/9/21,After market close
ABST,5/11/21,After market close
ABST,8/10/21,After market close
ABST,11/9/21,After market close
ABST,2/8/22,After market close
ABST,5/10/22,After market close
ABST,8/23/22,After market close
ABST,11/8/22,After market close
ABST,2/14/23,After market close
ABST,5/15/23,After market close
ABT,1/22/20,Before market open
ABT,4/16/20,Before market open
ABT,7/16/20,Before market open
ABT,10/21/20,Before market open
ABT,1/27/21,Before market open
ABT,4/20/21,Before market open
ABT,7/22/21,Before market open
ABT,10/20/21,Before market open
ABT,4/20/22,Before market open
ABT,7/20/22,Before market open
ABT,10/19/22,Before market open
ABT,1/25/23,Before market open
ABT,4/19/23,Before market open
ABT,7/20/23,Before market open
ABT,10/18/23,Before market open
ABT,1/24/24,Before market open
ABT,4/17/24,Before market open
ABT,7/18/24,Before market open
ABT,10/16/24,Before market open
ABT,1/22/25,Before market open
ABT,4/16/25,Before market open
ABTX,1/29/20,Before market open
ABTX,4/30/20,Before market open
ABTX,7/30/20,Before market open
ABTX,10/29/20,Before market open
ABTX,1/28/21,Before market open
ABTX,4/29/21,Before market open
ABTX,7/29/21,Before market open
ABTX,10/28/21,Before market open
ABTX,4/29/22,Before market open
ABTX,7/29/22,Before market open
ABUS,3/5/20,Before market open
ABUS,5/11/20,Before market open
ABUS,8/7/20,Before market open
ABUS,11/5/20,Before market open
ABUS,3/4/21,Before market open
ABUS,5/5/21,Before market open
ABUS,8/5/21,Before market open
ABUS,11/4/21,Before market open
ABUS,3/3/22,Before market open
ABUS,5/5/22,Before market open
ABUS,8/4/22,Before market open
ABUS,11/9/22,Before market open
ABUS,3/2/23,Before market open
ABUS,5/4/23,Before market open
ABUS,8/3/23,Before market open
ABUS,11/7/23,Before market open
ABUS,2/29/24,Before market open
ABUS,5/2/24,Before market open
ABUS,8/1/24,Before market open
ABUS,11/6/24,Before market open
ABUS,3/6/25,
ABUS,5/1/25,
ABUS,5/15/25,
ABVC,11/16/21,
ABVC,8/11/22,
ABVC,3/30/23,
ABVC,5/15/23,
ABVC,11/13/23,
ABVC,8/12/24,
ABVC,3/26/25,
ABVX,3/24/25,After market close
AC,11/4/22,
AC,2/2/23,
AC,5/4/23,
AC,8/2/23,
AC,11/10/23,
AC,6/5/24,
AC,2/4/25,
ACA,2/26/20,After market close
ACA,4/28/20,After market close
ACA,7/30/20,After market close
ACA,10/28/20,After market close
ACA,2/24/21,After market close
ACA,4/29/21,After market close
ACA,8/4/21,After market close
ACA,11/3/21,After market close
ACA,2/23/22,After market close
ACA,4/28/22,After market close
ACA,8/3/22,After market close
ACA,11/2/22,After market close
ACA,2/23/23,After market close
ACA,4/27/23,After market close
ACA,8/3/23,After market close
ACA,11/1/23,After market close
ACA,2/22/24,After market close
ACA,5/2/24,After market close
ACA,8/1/24,After market close
ACA,10/30/24,After market close
ACA,2/27/25,After market close
ACA,5/6/25,After market close
ACAD,2/26/20,After market close
ACAD,5/7/20,After market close
ACAD,8/5/20,After market close
ACAD,11/4/20,After market close
ACAD,2/24/21,After market close
ACAD,5/5/21,After market close
ACAD,8/4/21,After market close
ACAD,11/8/21,After market close
ACAD,2/28/22,After market close
ACAD,5/4/22,After market close
ACAD,8/8/22,After market close
ACAD,11/2/22,After market close
ACAD,2/27/23,After market close
ACAD,5/8/23,After market close
ACAD,8/2/23,After market close
ACAD,11/2/23,After market close
ACAD,2/27/24,After market close
ACAD,5/8/24,After market close
ACAD,8/6/24,After market close
ACAD,11/6/24,After market close
ACAD,2/26/25,After market close
ACAD,5/7/25,After market close
ACB,2/10/20,
ACB,5/14/20,After market close
ACB,9/22/20,After market close
ACB,11/9/20,Before market open
ACB,5/13/21,After market close
ACB,9/27/21,After market close
ACB,11/9/21,After market close
ACB,5/12/22,After market close
ACB,9/20/22,After market close
ACB,11/10/22,After market close
ACB,2/9/23,After market close
ACB,5/11/23,
ACB,5/25/23,
ACB,6/1/23,
ACB,6/8/23,
ACB,6/14/23,Before market open
ACB,8/10/23,After market close
ACB,11/9/23,After market close
ACB,2/8/24,Before market open
ACB,6/20/24,Before market open
ACB,8/8/24,
ACB,11/6/24,Before market open
ACB,2/5/25,Before market open
ACB,6/19/25,
ACBA,12/27/22,
ACBA,3/27/23,
ACBA,5/22/23,
ACBA,8/11/23,
ACBA,11/13/23,
ACBA,5/16/24,
ACBI,1/30/20,After market close
ACBI,4/23/20,After market close
ACBI,7/23/20,After market close
ACBI,10/22/20,After market close
ACBI,1/21/21,After market close
ACBI,4/22/21,After market close
ACBI,7/23/21,Before market open
ACBI,10/27/21,After market close
ACC,2/18/20,After market close
ACC,4/20/20,After market close
ACC,7/20/20,After market close
ACC,10/26/20,After market close
ACC,2/22/21,After market close
ACC,4/19/21,After market close
ACC,7/26/21,After market close
ACC,10/25/21,After market close
ACC,2/22/22,After market close
ACC,4/25/22,After market close
ACC,7/25/22,After market close
ACCD,10/14/20,After market close
ACCD,1/7/21,After market close
ACCD,5/5/21,After market close
ACCD,7/8/21,After market close
ACCD,10/7/21,After market close
ACCD,1/10/22,After market close
ACCD,4/28/22,After market close
ACCD,6/30/22,After market close
ACCD,10/6/22,After market close
ACCD,1/9/23,After market close
ACCD,4/27/23,After market close
ACCD,6/29/23,After market close
ACCD,10/4/23,After market close
ACCD,1/8/24,After market close
ACCD,4/25/24,After market close
ACCD,6/27/24,After market close
ACCD,10/8/24,Before market open
ACCD,1/9/25,After market close
ACCO,2/11/20,After market close
ACCO,5/4/20,After market close
ACCO,7/28/20,After market close
ACCO,10/27/20,After market close
ACCO,2/16/21,After market close
ACCO,4/27/21,After market close
ACCO,7/28/21,After market close
ACCO,10/26/21,After market close
ACCO,2/15/22,After market close
ACCO,4/26/22,After market close
ACCO,8/8/22,After market close
ACCO,11/7/22,After market close
ACCO,2/23/23,After market close
ACCO,5/4/23,After market close
ACCO,8/8/23,After market close
ACCO,11/2/23,After market close
ACCO,2/22/24,After market close
ACCO,5/2/24,After market close
ACCO,10/31/24,After market close
ACCO,2/20/25,After market close
ACCO,5/1/25,After market close
ACCS,3/6/25,
ACCS,5/13/25,Before market open
ACDC,3/21/23,Before market open
ACDC,5/10/23,Before market open
ACDC,8/10/23,Before market open
ACDC,11/9/23,Before market open
ACDC,3/13/24,Before market open
ACDC,5/9/24,Before market open
ACDC,8/8/24,Before market open
ACDC,11/5/24,Before market open
ACDC,3/6/25,Before market open
ACDC,5/7/25,Before market open
ACEL,3/16/20,Before market open
ACEL,5/11/20,Before market open
ACEL,8/6/20,Before market open
ACEL,11/5/20,Before market open
ACEL,3/15/21,Before market open
ACEL,5/10/21,After market close
ACEL,8/4/21,After market close
ACEL,11/3/21,After market close
ACEL,3/9/22,After market close
ACEL,5/4/22,After market close
ACEL,8/9/22,After market close
ACEL,11/8/22,After market close
ACEL,2/28/23,After market close
ACEL,5/3/23,After market close
ACEL,8/3/23,After market close
ACEL,11/7/23,After market close
ACEL,2/28/24,After market close
ACEL,5/8/24,After market close
ACEL,7/30/24,After market close
ACEL,10/30/24,After market close
ACEL,2/27/25,After market close
ACEL,5/5/25,After market close
ACER,3/19/20,
ACER,5/12/20,
ACER,8/11/20,
ACER,11/11/20,
ACER,5/13/21,
ACER,8/12/21,
ACER,11/16/21,
ACER,5/16/22,
ACER,8/16/22,
ACER,11/18/22,
ACER,3/29/23,
ACER,5/15/23,
ACER,11/13/23,
ACER,11/20/23,
ACER,3/25/24,
ACER,5/20/24,
ACER,5/27/24,
ACER,6/3/24,
ACER,6/10/24,
ACER,6/17/24,
ACER,6/24/24,
ACER,8/12/24,
ACER,8/19/24,
ACER,8/26/24,
ACER,9/2/24,
ACER,9/9/24,
ACER,9/16/24,
ACER,9/23/24,
ACER,9/30/24,
ACER,11/18/24,
ACER,11/25/24,
ACER,12/2/24,
ACER,12/9/24,
ACER,12/16/24,
ACER,12/23/24,
ACER,12/30/24,
ACET,11/3/20,
ACET,3/11/21,
ACET,5/20/21,
ACET,8/12/21,
ACET,11/4/21,
ACET,3/10/22,
ACET,8/11/22,
ACET,11/9/22,
ACET,5/11/23,
ACET,8/9/23,
ACET,3/20/24,
ACET,5/14/24,
ACET,8/14/24,
ACGL,2/11/20,After market close
ACGL,5/4/20,After market close
ACGL,7/29/20,After market close
ACGL,10/29/20,After market close
ACGL,2/9/21,After market close
ACGL,4/27/21,After market close
ACGL,7/28/21,After market close
ACGL,10/27/21,After market close
ACGL,2/9/22,After market close
ACGL,4/27/22,After market close
ACGL,7/27/22,After market close
ACGL,10/26/22,After market close
ACGL,2/13/23,After market close
ACGL,4/26/23,After market close
ACGL,7/26/23,After market close
ACGL,10/30/23,After market close
ACGL,2/14/24,After market close
ACGL,4/29/24,After market close
ACGL,7/30/24,After market close
ACGL,10/30/24,After market close
ACGL,2/10/25,After market close
ACGL,4/29/25,After market close
ACGN,3/30/23,
ACGN,5/4/23,
ACGN,5/18/23,
ACGN,5/25/23,
ACGN,6/1/23,
ACGN,6/8/23,
ACGN,6/15/23,
ACGN,6/22/23,
ACGN,6/29/23,
ACGN,8/8/23,
ACGN,8/15/23,
ACGN,8/22/23,
ACGN,8/29/23,
ACGN,9/5/23,
ACGN,9/12/23,
ACGN,9/19/23,
ACGN,9/26/23,
ACGN,11/13/23,
ACGN,11/20/23,
ACGN,11/27/23,
ACGN,12/4/23,
ACGN,12/11/23,
ACGN,12/18/23,
ACGN,12/25/23,
ACH,3/25/21,
ACH,4/27/21,
ACH,8/26/21,
ACH,10/26/21,
ACH,11/2/21,
ACH,11/9/21,
ACH,11/16/21,
ACH,11/23/21,
ACH,11/30/21,
ACH,12/7/21,
ACH,12/14/21,
ACH,12/21/21,
ACH,12/28/21,
ACH,1/4/22,
ACH,8/23/22,
ACH,10/25/22,
ACH,3/22/23,
ACH,4/25/23,
ACH,5/2/23,
ACH,8/22/23,
ACH,10/24/23,
ACH,3/19/24,
ACH,3/26/24,
ACH,4/23/24,
ACH,4/30/24,
ACH,5/7/24,
ACH,5/14/24,
ACH,5/21/24,
ACH,5/28/24,
ACH,6/4/24,
ACH,6/11/24,
ACH,6/18/24,
ACH,6/25/24,
ACH,8/27/24,
ACH,9/3/24,
ACH,9/10/24,
ACH,9/17/24,
ACH,9/24/24,
ACH,10/23/24,
ACH,11/6/24,
ACH,11/13/24,
ACH,11/20/24,
ACH,11/27/24,
ACH,12/4/24,
ACH,12/11/24,
ACH,12/18/24,
ACH,12/25/24,
ACHC,2/27/20,After market close
ACHC,5/4/20,After market close
ACHC,8/4/20,After market close
ACHC,10/29/20,After market close
ACHC,2/25/21,After market close
ACHC,4/29/21,After market close
ACHC,8/2/21,After market close
ACHC,10/28/21,After market close
ACHC,2/28/22,After market close
ACHC,5/3/22,After market close
ACHC,7/27/22,After market close
ACHC,10/31/22,After market close
ACHC,2/27/23,After market close
ACHC,4/26/23,After market close
ACHC,7/27/23,After market close
ACHC,11/2/23,After market close
ACHC,2/27/24,After market close
ACHC,5/1/24,After market close
ACHC,7/31/24,After market close
ACHC,10/30/24,After market close
ACHC,2/27/25,After market close
ACHC,5/12/25,After market close
ACHL,5/10/22,
ACHL,8/9/22,
ACHL,11/8/22,
ACHL,3/7/23,
ACHL,5/9/23,
ACHL,11/14/23,
ACHL,3/26/24,
ACHL,5/8/24,
ACHL,8/2/24,
ACHL,11/11/24,
ACHL,5/14/25,
ACHR,3/14/22,After market close
ACHR,5/12/22,Before market open
ACHR,8/10/22,After market close
ACHR,11/10/22,After market close
ACHR,3/9/23,After market close
ACHR,5/11/23,After market close
ACHR,8/10/23,After market close
ACHR,11/9/23,After market close
ACHR,2/26/24,After market close
ACHR,5/9/24,After market close
ACHR,8/8/24,After market close
ACHR,11/7/24,After market close
ACHR,2/27/25,After market close
ACHR,5/12/25,After market close
ACHV,3/13/20,Before market open
ACHV,8/6/20,After market close
ACHV,11/12/20,After market close
ACHV,3/11/21,After market close
ACHV,5/13/21,After market close
ACHV,8/12/21,After market close
ACHV,11/9/21,After market close
